name,damage_class,type,power,accuracy,pp,priority,target,effect,effect_chance,pokemon,pokemon_count,generation,meta,machines_count,machines
synchronoise,special,psychic,120.0,100.0,10,0,all-other-pokemon,Inflicts regular damage.  Only Pokémon that share a type with the user will take damage from this move.,,"psyduck, drowzee, hypno, eevee, hoothoot, noctowl, natu, ralts, whismur, loudred, exploud, kecleon, chimecho, chatot, munna, woobat, sigilyph, elgyem, beheeyem, bruxish, magearna, magearna-original",22,generation-v,damage,0,
electro-ball,special,electric,,100.0,10,0,selected-pokemon,"Inflicts regular damage.  The greater the user's Speed compared to the target's, the higher power this move has, to a maximum of 150.

User's Speed                     | Power
-------------------------------- | ----:
Up to 2× the target's Speed      |    60
Up to 3× the target's Speed      |    80
Up to 4× the target's Speed      |   120
More than 4× the target's Speed  |   150
",,"pikachu, raichu, magnemite, magneton, voltorb, electrode, electabuzz, jolteon, zapdos, mewtwo, mew, chinchou, lanturn, pichu, mareep, flaaffy, ampharos, elekid, raikou, electrike, manectric, plusle, minun, shinx, luxio, luxray, pachirisu, magnezone, electivire, rotom, blitzle, zebstrika, emolga, joltik, galvantula, eelektrik, eelektross, thundurus-incarnate, zekrom, helioptile, heliolisk, dedenne, charjabug, vikavolt, togedemaru, tapu-koko, xurkitree, magearna, zeraora, scorbunny, raboot, cinderace, wooloo, dubwool, yamper, boltund, toxtricity-amped, pincurchin, morpeko-full-belly, dracozolt, arctozolt, regieleki, pawmi, pawmo, pawmot, tadbulb, bellibolt, wattrel, kilowattrel, rabsca, sandy-shocks, iron-treads, iron-thorns, gholdengo, miraidon, raging-bolt, rotom-heat, rotom-wash, rotom-frost, rotom-fan, rotom-mow, thundurus-therian, ampharos-mega, pikachu-rock-star, pikachu-belle, pikachu-pop-star, pikachu-phd, pikachu-libre, pikachu-cosplay, pikachu-original-cap, pikachu-hoenn-cap, pikachu-sinnoh-cap, pikachu-unova-cap, pikachu-kalos-cap, pikachu-alola-cap, raichu-alola, magearna-original, pikachu-partner-cap, pikachu-world-cap, toxtricity-low-key, morpeko-hangry, voltorb-hisui, electrode-hisui, miraidon-low-power-mode, miraidon-drive-mode, miraidon-aquatic-mode, miraidon-glide-mode",107,generation-v,damage,1,"sword-shield, scarlet-violet"
soak,status,water,,100.0,20,0,selected-pokemon,"Changes the target to pure water-type until it leaves the field.  If the target has multitype, this move will fail.",,"psyduck, golduck, goldeen, seaking, chinchou, lanturn, marill, remoraid, octillery, wingull, pelipper, surskit, masquerain, azurill, wailmer, wailord, luvdisc, buizel, floatzel, finneon, lumineon, oshawott, dewott, samurott, basculin-red-striped, alomomola, wishiwashi-solo, dewpider, araquanid, pyukumuku, tapu-fini, sobble, drizzile, inteleon, clobbopus, eiscue-ice, basculegion-male, tadbulb, dondozo, tatsugiri, basculin-blue-striped, wishiwashi-school, araquanid-totem, eiscue-noice, basculin-white-striped, basculegion-female, tatsugiri-droopy, tatsugiri-stretchy",48,generation-v,unique,0,
flame-charge,physical,fire,50.0,100.0,20,0,selected-pokemon,Inflicts regular damage.  Raises the user's Speed by one stage.,100.0,"charmander, charmeleon, charizard, vulpix, ninetales, growlithe, arcanine, ponyta, rapidash, magmar, flareon, moltres, mew, cyndaquil, quilava, typhlosion, slugma, magcargo, houndour, houndoom, magby, entei, ho-oh, torchic, combusken, blaziken, numel, camerupt, torkoal, chimchar, monferno, infernape, magmortar, heatran, victini, tepig, pignite, emboar, pansear, simisear, blitzle, zebstrika, darumaka, darmanitan-standard, litwick, lampent, chandelure, larvesta, volcarona, reshiram, genesect, fennekin, braixen, delphox, fletchling, fletchinder, talonflame, litleo, pyroar, pumpkaboo-average, gourgeist-average, volcanion, litten, torracat, incineroar, pikipek, trumbeak, toucannon, salandit, salazzle, type-null, silvally, turtonator, solgaleo, celesteela, blacephalon, scorbunny, raboot, cinderace, yamper, carkol, coalossal, fuecoco, crocalor, skeledirge, charcadet, armarouge, ceruledge, slither-wing, iron-moth, chi-yu, koraidon, gouging-fire, darmanitan-zen, pumpkaboo-small, pumpkaboo-large, pumpkaboo-super, gourgeist-small, gourgeist-large, gourgeist-super, charizard-mega-x, charizard-mega-y, houndoom-mega, blaziken-mega, camerupt-mega, marowak-alola, salazzle-totem, marowak-totem, growlithe-hisui, arcanine-hisui, typhlosion-hisui, tauros-paldea-blaze-breed, koraidon-limited-build, koraidon-sprinting-build, koraidon-swimming-build, koraidon-gliding-build",116,generation-v,damage+raise,6,"black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire, sun-moon, ultra-sun-ultra-moon, scarlet-violet"
coil,status,poison,,,20,0,user,"Raises the user's Attack, Defense, and accuracy by one stage each.",,"ekans, arbok, furret, dunsparce, seviper, milotic, huntail, gorebyss, snivy, servine, serperior, eelektrik, eelektross, zygarde-50, silicobra, sandaconda, sizzlipede, centiskorch, orthworm, dudunsparce, zygarde-10-power-construct, zygarde-50-power-construct, zygarde-complete, zygarde-10, dudunsparce-three-segment",25,generation-v,net-good-stats,0,
low-sweep,physical,fighting,65.0,100.0,20,0,selected-pokemon,Lowers the target's Speed by one stage.,100.0,"psyduck, golduck, mankey, primeape, poliwhirl, poliwrath, machop, machoke, machamp, drowzee, hypno, hitmonlee, hitmonchan, electabuzz, magmar, mewtwo, mew, sudowoodo, politoed, aipom, granbull, sneasel, tyrogue, hitmontop, grovyle, sceptile, combusken, blaziken, nuzleaf, shiftry, breloom, vigoroth, slaking, makuhita, hariyama, sableye, meditite, medicham, grumpig, zangoose, deoxys-normal, chimchar, monferno, infernape, buizel, floatzel, ambipom, buneary, lopunny, riolu, lucario, croagunk, toxicroak, weavile, electivire, magmortar, gallade, pignite, emboar, pansage, simisage, pansear, simisear, panpour, simipour, timburr, gurdurr, conkeldurr, throh, sawk, krokorok, krookodile, scraggy, scrafty, zoroark, gothitelle, haxorus, mienfoo, mienshao, golett, golurk, pawniard, bisharp, meloetta-aria, chespin, quilladin, chesnaught, greninja, pancham, pangoro, helioptile, heliolisk, hawlucha, decidueye, incineroar, gumshoos, mudbray, mudsdale, lurantis, stufful, bewear, steenee, tsareena, passimian, komala, buzzwole, pheromosa, marshadow, zeraora, rillaboom, scorbunny, raboot, cinderace, grimmsnarl, stonjourner, kubfu, urshifu-single-strike, zarude, sneasler, floragato, meowscarada, quaxwell, quaquaval, lokix, pawmo, pawmot, tandemaus, maushold, grafaiai, flamigo, annihilape, kingambit, slither-wing, iron-hands, gholdengo, koraidon, okidogi, ogerpon, deoxys-attack, deoxys-defense, deoxys-speed, meloetta-pirouette, mewtwo-mega-x, mewtwo-mega-y, blaziken-mega, medicham-mega, lucario-mega, sceptile-mega, sableye-mega, gallade-mega, lopunny-mega, greninja-ash, lycanroc-midnight, lurantis-totem, zapdos-galar, slowking-galar, urshifu-rapid-strike, zarude-dada, sneasel-hisui, lilligant-hisui, zoroark-hisui, decidueye-hisui, maushold-family-of-three, koraidon-limited-build, koraidon-sprinting-build, koraidon-swimming-build, koraidon-gliding-build, ogerpon-wellspring-mask, ogerpon-hearthflame-mask, ogerpon-cornerstone-mask",170,generation-v,damage+lower,9,"black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire, sun-moon, ultra-sun-ultra-moon, sword-shield, brilliant-diamond-and-shining-pearl, scarlet-violet, the-indigo-disk"
acid-spray,special,poison,40.0,100.0,20,0,selected-pokemon,Inflicts regular damage.  Lowers the target's Special Defense by two stages.,100.0,"bulbasaur, ivysaur, venusaur, ekans, arbok, oddish, gloom, vileplume, venonat, venomoth, bellsprout, weepinbell, victreebel, tentacool, tentacruel, grimer, muk, gastly, haunter, gengar, koffing, weezing, magmar, mew, spinarak, ariados, bellossom, wooper, quagsire, qwilfish, remoraid, magby, gulpin, swalot, seviper, stunky, skuntank, croagunk, toxicroak, carnivine, magmortar, arceus, scraggy, scrafty, trubbish, garbodor, karrablast, escavalier, ferroseed, eelektrik, eelektross, accelgor, skrelp, dragalge, sliggoo, goodra, mareanie, toxapex, salandit, salazzle, nihilego, flapple, toxtricity-amped, sneasler, armarouge, tadbulb, bellibolt, shroodle, grafaiai, toedscool, toedscruel, varoom, revavroom, glimmet, glimmora, clodsire, iron-moth, munkidori, fezandipiti, pecharunt, grimer-alola, muk-alola, slowbro-galar, weezing-galar, slowking-galar, toxtricity-low-key, qwilfish-hisui, sneasel-hisui, sliggoo-hisui, goodra-hisui, wooper-paldea",91,generation-v,damage+lower,1,"scarlet-violet, the-indigo-disk"
foul-play,physical,dark,95.0,100.0,15,0,selected-pokemon,Inflicts regular damage.  Damage is calculated using the target's attacking stat rather than the user's.,,"vulpix, ninetales, diglett, dugtrio, meowth, persian, abra, kadabra, alakazam, slowpoke, slowbro, gastly, haunter, gengar, drowzee, hypno, voltorb, electrode, mr-mime, porygon, mewtwo, mew, spinarak, ariados, xatu, sudowoodo, aipom, umbreon, murkrow, slowking, misdreavus, girafarig, sneasel, delibird, houndour, houndoom, porygon2, tyranitar, poochyena, mightyena, seedot, nuzleaf, shiftry, masquerain, sableye, mawile, cacnea, cacturne, kecleon, shuppet, banette, absol, glalie, bastiodon, ambipom, mismagius, honchkrow, glameow, purugly, stunky, skuntank, bonsly, spiritomb, croagunk, toxicroak, weavile, porygon-z, rotom, uxie, darkrai, arceus, purrloin, liepard, sandile, krokorok, krookodile, scraggy, scrafty, zorua, zoroark, gothita, gothorita, gothitelle, foongus, amoonguss, stunfisk, pawniard, bisharp, vullaby, mandibuzz, tornadus-incarnate, thundurus-incarnate, fennekin, braixen, delphox, diggersby, pancham, pangoro, inkay, malamar, klefki, phantump, trevenant, pumpkaboo-average, gourgeist-average, yveltal, hoopa, salandit, salazzle, oranguru, nihilego, pheromosa, marshadow, blacephalon, nickit, thievul, sinistea, polteageist, impidimp, morgrem, grimmsnarl, perrserker, mr-rime, morpeko-full-belly, duraludon, urshifu-single-strike, spectrier, meowscarada, squawkabilly, shroodle, grafaiai, toedscool, toedscruel, flittle, espathra, tinkatink, tinkatuff, tinkaton, wiglett, wugtrio, bombirdier, farigiraf, kingambit, wo-chien, poltchageist, sinistcha, archaludon, pecharunt, rotom-heat, rotom-wash, rotom-frost, rotom-fan, rotom-mow, tornadus-therian, thundurus-therian, pumpkaboo-small, pumpkaboo-large, pumpkaboo-super, gourgeist-small, gourgeist-large, gourgeist-super, alakazam-mega, gengar-mega, mewtwo-mega-x, mewtwo-mega-y, houndoom-mega, tyranitar-mega, mawile-mega, banette-mega, absol-mega, sableye-mega, slowbro-mega, hoopa-unbound, vulpix-alola, ninetales-alola, diglett-alola, dugtrio-alola, meowth-alola, persian-alola, muk-alola, lycanroc-midnight, salazzle-totem, meowth-galar, slowpoke-galar, slowbro-galar, mr-mime-galar, moltres-galar, slowking-galar, stunfisk-galar, morpeko-hangry, calyrex-shadow, voltorb-hisui, electrode-hisui, zorua-hisui, zoroark-hisui, squawkabilly-blue-plumage, squawkabilly-yellow-plumage, squawkabilly-white-plumage",198,generation-v,damage,2,"lets-go-pikachu-lets-go-eevee, sword-shield, scarlet-violet"
simple-beam,status,normal,,100.0,15,0,selected-pokemon,Changes the target's ability to simple.,,"psyduck, farfetchd, natu, zigzagoon, skitty, spoink, latios, woobat, swoobat, audino, elgyem, beheeyem, genesect, inkay, audino-mega, farfetchd-galar",16,generation-v,unique,0,
entrainment,status,normal,,100.0,15,0,selected-pokemon,Changes the target's ability to match the user's.  This effect ends when the target leaves battle.,,"seel, dewgong, remoraid, stantler, plusle, minun, chimecho, luvdisc, buneary, lopunny, chingling, audino, leavanny, petilil, lilligant, durant, litleo, pancham, pangoro, clauncher, hawlucha, dedenne, dewpider, araquanid, milcery, alcremie, pawmi, pawmo, pawmot, cetoddle, audino-mega, lopunny-mega, araquanid-totem, lilligant-hisui",34,generation-v,unique,0,
after-you,status,normal,,,15,0,selected-pokemon,"The target will act next this turn, regardless of Speed or move priority.
If the target has already acted this turn, this move will fail.",,"clefairy, clefable, oddish, gloom, vileplume, paras, parasect, slowpoke, slowbro, snorlax, mew, cleffa, togepi, togetic, mareep, flaaffy, ampharos, bellossom, sudowoodo, sunkern, sunflora, wooper, quagsire, slowking, shuckle, slugma, magcargo, miltank, slakoth, vigoroth, slaking, numel, camerupt, torkoal, kecleon, buneary, lopunny, bonsly, munchlax, togekiss, patrat, watchog, lillipup, herdier, stoutland, munna, musharna, woobat, swoobat, audino, tympole, palpitoad, seismitoad, petilil, lilligant, maractus, yamask, cofagrigus, minccino, cinccino, solosis, duosion, reuniclus, foongus, amoonguss, elgyem, beheeyem, flabebe, floette, florges, honedge, doublade, aegislash-shield, spritzee, aromatisse, swirlix, slurpuff, carbink, bergmite, avalugg, diancie, cutiefly, ribombee, mareanie, toxapex, morelull, shiinotic, comfey, oranguru, sandygast, palossand, togedemaru, mimikyu-disguised, bruxish, magearna, blacephalon, orbeetle, hatenna, mr-rime, indeedee-male, tandemaus, aegislash-blade, ampharos-mega, floette-eternal, audino-mega, slowbro-mega, diancie-mega, camerupt-mega, lopunny-mega, mimikyu-busted, mimikyu-totem-disguised, mimikyu-totem-busted, magearna-original, ribombee-totem, togedemaru-totem, moltres-galar, lilligant-hisui, wooper-paldea",118,generation-v,unique,0,
round,special,normal,60.0,100.0,15,0,selected-pokemon,"Inflicts regular damage.  If round has already been used this turn, this move's power is doubled.  After this move is used, any other Pokémon using it this turn will immediately do so (in the order they would otherwise act), regardless of Speed or priority.  Pokémon using other moves will then continue to act as usual.",,"bulbasaur, ivysaur, venusaur, charmander, charmeleon, charizard, squirtle, wartortle, blastoise, butterfree, beedrill, pidgey, pidgeotto, pidgeot, rattata, raticate, spearow, fearow, ekans, arbok, pikachu, raichu, sandshrew, sandslash, nidoran-f, nidorina, nidoqueen, nidoran-m, nidorino, nidoking, clefairy, clefable, vulpix, ninetales, jigglypuff, wigglytuff, zubat, golbat, oddish, gloom, vileplume, paras, parasect, venonat, venomoth, diglett, dugtrio, meowth, persian, psyduck, golduck, mankey, primeape, growlithe, arcanine, poliwag, poliwhirl, poliwrath, abra, kadabra, alakazam, machop, machoke, machamp, bellsprout, weepinbell, victreebel, tentacool, tentacruel, geodude, graveler, golem, ponyta, rapidash, slowpoke, slowbro, magnemite, magneton, farfetchd, doduo, dodrio, seel, dewgong, grimer, muk, shellder, cloyster, gastly, haunter, gengar, onix, drowzee, hypno, krabby, kingler, voltorb, electrode, exeggcute, exeggutor, cubone, marowak, hitmonlee, hitmonchan, lickitung, koffing, weezing, rhyhorn, rhydon, chansey, tangela, kangaskhan, horsea, seadra, goldeen, seaking, staryu, starmie, mr-mime, scyther, jynx, electabuzz, magmar, pinsir, tauros, gyarados, lapras, eevee, vaporeon, jolteon, flareon, porygon, omanyte, omastar, kabuto, kabutops, aerodactyl, snorlax, articuno, zapdos, moltres, dratini, dragonair, dragonite, mewtwo, mew, chikorita, bayleef, meganium, cyndaquil, quilava, typhlosion, totodile, croconaw, feraligatr, sentret, furret, hoothoot, noctowl, ledyba, ledian, spinarak, ariados, crobat, chinchou, lanturn, pichu, cleffa, igglybuff, togepi, togetic, natu, xatu, mareep, flaaffy, ampharos, bellossom, marill, azumarill, sudowoodo, politoed, hoppip, skiploom, jumpluff, aipom, sunkern, sunflora, yanma, wooper, quagsire, espeon, umbreon, murkrow, slowking, misdreavus, girafarig, pineco, forretress, dunsparce, gligar, steelix, snubbull, granbull, qwilfish, scizor, shuckle, heracross, sneasel, teddiursa, ursaring, slugma, magcargo, swinub, piloswine, corsola, remoraid, octillery, delibird, mantine, skarmory, houndour, houndoom, kingdra, phanpy, donphan, porygon2, stantler, tyrogue, hitmontop, smoochum, elekid, magby, miltank, blissey, raikou, entei, suicune, larvitar, pupitar, tyranitar, lugia, ho-oh, celebi, treecko, grovyle, sceptile, torchic, combusken, blaziken, mudkip, marshtomp, swampert, poochyena, mightyena, zigzagoon, linoone, beautifly, dustox, lotad, lombre, ludicolo, seedot, nuzleaf, shiftry, taillow, swellow, wingull, pelipper, ralts, kirlia, gardevoir, surskit, masquerain, shroomish, breloom, slakoth, vigoroth, slaking, nincada, ninjask, shedinja, whismur, loudred, exploud, makuhita, hariyama, azurill, nosepass, skitty, delcatty, sableye, mawile, aron, lairon, aggron, meditite, medicham, electrike, manectric, plusle, minun, volbeat, illumise, roselia, gulpin, swalot, carvanha, sharpedo, wailmer, wailord, numel, camerupt, torkoal, spoink, grumpig, spinda, trapinch, vibrava, flygon, cacnea, cacturne, swablu, altaria, zangoose, seviper, lunatone, solrock, barboach, whiscash, corphish, crawdaunt, baltoy, claydol, lileep, cradily, anorith, armaldo, feebas, milotic, castform, kecleon, shuppet, banette, duskull, dusclops, tropius, chimecho, absol, snorunt, glalie, spheal, sealeo, walrein, clamperl, huntail, gorebyss, relicanth, luvdisc, bagon, shelgon, salamence, metang, metagross, regirock, regice, registeel, latias, latios, kyogre, groudon, rayquaza, jirachi, deoxys-normal, turtwig, grotle, torterra, chimchar, monferno, infernape, piplup, prinplup, empoleon, starly, staravia, staraptor, bidoof, bibarel, kricketune, shinx, luxio, luxray, budew, roserade, cranidos, rampardos, shieldon, bastiodon, wormadam-plant, mothim, vespiquen, pachirisu, buizel, floatzel, cherubi, cherrim, shellos, gastrodon, ambipom, drifloon, drifblim, buneary, lopunny, mismagius, honchkrow, glameow, purugly, chingling, stunky, skuntank, bronzor, bronzong, bonsly, mime-jr, happiny, chatot, spiritomb, gible, gabite, garchomp, munchlax, riolu, lucario, hippopotas, hippowdon, skorupi, drapion, croagunk, toxicroak, carnivine, finneon, lumineon, mantyke, snover, abomasnow, weavile, magnezone, lickilicky, rhyperior, tangrowth, electivire, magmortar, togekiss, yanmega, leafeon, glaceon, gliscor, mamoswine, porygon-z, gallade, probopass, dusknoir, froslass, rotom, uxie, mesprit, azelf, dialga, palkia, heatran, regigigas, giratina-altered, cresselia, phione, manaphy, darkrai, shaymin-land, arceus, victini, snivy, servine, serperior, tepig, pignite, emboar, oshawott, dewott, samurott, patrat, watchog, lillipup, herdier, stoutland, purrloin, liepard, pansage, simisage, pansear, simisear, panpour, simipour, munna, musharna, pidove, tranquill, unfezant, blitzle, zebstrika, roggenrola, boldore, gigalith, woobat, swoobat, drilbur, excadrill, audino, timburr, gurdurr, conkeldurr, tympole, palpitoad, seismitoad, throh, sawk, sewaddle, swadloon, leavanny, venipede, whirlipede, scolipede, cottonee, whimsicott, petilil, lilligant, basculin-red-striped, sandile, krokorok, krookodile, darumaka, darmanitan-standard, maractus, dwebble, crustle, scraggy, scrafty, sigilyph, yamask, cofagrigus, tirtouga, carracosta, archen, archeops, trubbish, garbodor, zorua, zoroark, minccino, cinccino, gothita, gothorita, gothitelle, solosis, duosion, reuniclus, ducklett, swanna, vanillite, vanillish, vanilluxe, deerling, sawsbuck, emolga, karrablast, escavalier, foongus, amoonguss, frillish, jellicent, alomomola, joltik, galvantula, ferroseed, ferrothorn, klink, klang, klinklang, eelektrik, eelektross, elgyem, beheeyem, litwick, lampent, chandelure, axew, fraxure, haxorus, cubchoo, beartic, cryogonal, shelmet, accelgor, stunfisk, mienfoo, mienshao, druddigon, golett, golurk, pawniard, bisharp, bouffalant, rufflet, braviary, vullaby, mandibuzz, heatmor, durant, deino, zweilous, hydreigon, larvesta, volcarona, cobalion, terrakion, virizion, tornadus-incarnate, thundurus-incarnate, reshiram, zekrom, landorus-incarnate, kyurem, keldeo-ordinary, meloetta-aria, genesect, chespin, quilladin, chesnaught, fennekin, braixen, delphox, froakie, frogadier, greninja, bunnelby, diggersby, fletchling, fletchinder, talonflame, vivillon, litleo, pyroar, flabebe, floette, florges, skiddo, gogoat, pancham, pangoro, furfrou, espurr, meowstic-male, honedge, doublade, aegislash-shield, spritzee, aromatisse, swirlix, slurpuff, inkay, malamar, binacle, barbaracle, skrelp, dragalge, clauncher, clawitzer, helioptile, heliolisk, tyrunt, tyrantrum, amaura, aurorus, sylveon, hawlucha, dedenne, carbink, goomy, sliggoo, goodra, klefki, phantump, trevenant, pumpkaboo-average, gourgeist-average, bergmite, avalugg, noibat, noivern, xerneas, yveltal, zygarde-50, diancie, hoopa, volcanion, rowlet, dartrix, decidueye, litten, torracat, incineroar, popplio, brionne, primarina, pikipek, trumbeak, toucannon, yungoos, gumshoos, grubbin, charjabug, vikavolt, crabrawler, crabominable, oricorio-baile, cutiefly, ribombee, rockruff, lycanroc-midday, wishiwashi-solo, mareanie, toxapex, mudbray, mudsdale, dewpider, araquanid, fomantis, lurantis, morelull, shiinotic, salandit, salazzle, stufful, bewear, bounsweet, steenee, tsareena, comfey, oranguru, passimian, wimpod, golisopod, sandygast, palossand, type-null, silvally, minior-red-meteor, komala, turtonator, togedemaru, mimikyu-disguised, bruxish, drampa, dhelmise, jangmo-o, hakamo-o, kommo-o, tapu-koko, tapu-lele, tapu-bulu, tapu-fini, solgaleo, lunala, nihilego, buzzwole, pheromosa, xurkitree, celesteela, kartana, guzzlord, necrozma, magearna, marshadow, poipole, naganadel, stakataka, blacephalon, zeraora, meltan, melmetal, grookey, thwackey, rillaboom, scorbunny, raboot, cinderace, sobble, drizzile, inteleon, skwovet, greedent, rookidee, corvisquire, corviknight, dottler, orbeetle, nickit, thievul, gossifleur, eldegoss, wooloo, dubwool, chewtle, drednaw, yamper, boltund, rolycoly, carkol, coalossal, flapple, appletun, silicobra, sandaconda, cramorant, arrokuda, barraskewda, toxel, toxtricity-amped, sizzlipede, centiskorch, clobbopus, grapploct, sinistea, polteageist, hatenna, hattrem, hatterene, impidimp, morgrem, grimmsnarl, obstagoon, perrserker, cursola, sirfetchd, mr-rime, runerigus, milcery, alcremie, falinks, pincurchin, snom, frosmoth, stonjourner, eiscue-ice, indeedee-male, morpeko-full-belly, cufant, copperajah, dracozolt, arctozolt, dracovish, arctovish, duraludon, dreepy, drakloak, dragapult, zacian, zamazenta, eternatus, kubfu, urshifu-single-strike, zarude, regieleki, regidrago, glastrier, spectrier, calyrex, fuecoco, crocalor, skeledirge, deoxys-attack, deoxys-defense, deoxys-speed, wormadam-sandy, wormadam-trash, shaymin-sky, giratina-origin, rotom-heat, rotom-wash, rotom-frost, rotom-fan, rotom-mow, castform-sunny, castform-rainy, castform-snowy, basculin-blue-striped, darmanitan-zen, meloetta-pirouette, tornadus-therian, thundurus-therian, landorus-therian, kyurem-black, kyurem-white, keldeo-resolute, meowstic-female, aegislash-blade, pumpkaboo-small, pumpkaboo-large, pumpkaboo-super, gourgeist-small, gourgeist-large, gourgeist-super, venusaur-mega, charizard-mega-x, charizard-mega-y, blastoise-mega, alakazam-mega, gengar-mega, kangaskhan-mega, pinsir-mega, gyarados-mega, aerodactyl-mega, mewtwo-mega-x, mewtwo-mega-y, ampharos-mega, scizor-mega, heracross-mega, houndoom-mega, tyranitar-mega, blaziken-mega, gardevoir-mega, mawile-mega, aggron-mega, medicham-mega, manectric-mega, banette-mega, absol-mega, garchomp-mega, lucario-mega, abomasnow-mega, floette-eternal, latias-mega, latios-mega, swampert-mega, sceptile-mega, sableye-mega, altaria-mega, gallade-mega, audino-mega, sharpedo-mega, slowbro-mega, steelix-mega, pidgeot-mega, glalie-mega, diancie-mega, metagross-mega, kyogre-primal, groudon-primal, rayquaza-mega, pikachu-rock-star, pikachu-belle, pikachu-pop-star, pikachu-phd, pikachu-libre, pikachu-cosplay, hoopa-unbound, camerupt-mega, lopunny-mega, salamence-mega, beedrill-mega, rattata-alola, raticate-alola, raticate-totem-alola, pikachu-original-cap, pikachu-hoenn-cap, pikachu-sinnoh-cap, pikachu-unova-cap, pikachu-kalos-cap, pikachu-alola-cap, raichu-alola, sandshrew-alola, sandslash-alola, vulpix-alola, ninetales-alola, diglett-alola, dugtrio-alola, meowth-alola, persian-alola, geodude-alola, graveler-alola, golem-alola, grimer-alola, muk-alola, exeggutor-alola, marowak-alola, greninja-battle-bond, greninja-ash, zygarde-10-power-construct, zygarde-50-power-construct, zygarde-complete, gumshoos-totem, vikavolt-totem, oricorio-pom-pom, oricorio-pau, oricorio-sensu, lycanroc-midnight, wishiwashi-school, lurantis-totem, salazzle-totem, minior-orange-meteor, minior-yellow-meteor, minior-green-meteor, minior-blue-meteor, minior-indigo-meteor, minior-violet-meteor, minior-red, minior-orange, minior-yellow, minior-green, minior-blue, minior-indigo, minior-violet, mimikyu-busted, mimikyu-totem-disguised, mimikyu-totem-busted, kommo-o-totem, magearna-original, pikachu-partner-cap, marowak-totem, ribombee-totem, rockruff-own-tempo, lycanroc-dusk, araquanid-totem, togedemaru-totem, necrozma-dusk, necrozma-dawn, necrozma-ultra, pikachu-world-cap, meowth-galar, ponyta-galar, rapidash-galar, slowpoke-galar, slowbro-galar, farfetchd-galar, weezing-galar, mr-mime-galar, articuno-galar, zapdos-galar, moltres-galar, slowking-galar, corsola-galar, zigzagoon-galar, linoone-galar, darumaka-galar, darmanitan-galar-standard, darmanitan-galar-zen, yamask-galar, stunfisk-galar, zygarde-10, cramorant-gulping, cramorant-gorging, toxtricity-low-key, eiscue-noice, indeedee-female, morpeko-hangry, zacian-crowned, zamazenta-crowned, eternatus-eternamax, urshifu-rapid-strike, zarude-dada, calyrex-ice, calyrex-shadow",1068,generation-v,damage,6,"black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire, sun-moon, ultra-sun-ultra-moon, sword-shield"
